,user_id,isbn,rating
0,11676,0002005018,6.692062634089514
1,116866,0002005018,7.084640986898832
2,152827,0060973129,7.703470781119982
3,157969,0374157065,7.373243938335212
4,67958,0399135782,7.607972776921151
5,213191,0399135782,6.744924749274075
6,245827,0399135782,6.346726969382271
7,11676,0671870432,6.32724812695871
8,263256,1558746218,7.358865343995377
9,226745,1881320189,6.579119287788777
10,7352,0440234743,6.278897677216161
11,12923,0440234743,7.234771914367032
12,13552,0440234743,7.888236790166906
13,21264,0440234743,5.857066745209663
14,31299,0440234743,8.687062936046393
15,64535,0440234743,4.851067756565418
16,70666,0440234743,7.706325049791037
17,75819,0440234743,8.24588547851264
18,79740,0440234743,5.256042652950926
19,85534,0440234743,7.75513671101514
20,100393,0440234743,4.127106263000952
21,108143,0440234743,7.077449643041733
22,116127,0440234743,6.8265395849172466
23,122251,0440234743,6.261743761717247
24,128463,0440234743,7.027872806700191
25,131703,0440234743,7.344727266693275
26,132144,0440234743,6.7233603901547125
27,134863,0440234743,6.206410509467039
28,136707,0440234743,7.325645593331248
29,143939,0440234743,7.737217559952225
30,144062,0440234743,8.214183332712484
31,150400,0440234743,6.839939214856845
32,154730,0440234743,6.436381270455193
33,165884,0440234743,5.021614763534149
34,187533,0440234743,7.687320959304638
35,187944,0440234743,7.575144605315475
36,217516,0440234743,6.254182046665764
37,227392,0440234743,6.273406443629744
38,240567,0440234743,6.242594718374588
39,245616,0440234743,6.189327078376957
40,250101,0440234743,8.765033909619705
41,258884,0440234743,7.278844445870807
42,259223,0440234743,7.971421161580806
43,273979,0440234743,6.577346647357784
44,6242,0452264464,5.190602042091774
45,8570,0452264464,6.737081656256587
46,11104,0452264464,6.9070717394411565
47,11676,0452264464,7.015372682856663
48,36197,0452264464,7.517161583529952
49,36907,0452264464,8.835008118178747
50,80837,0452264464,6.607023835050381
51,102359,0452264464,7.821767882384617
52,144803,0452264464,7.247699855516013
53,165319,0452264464,5.9043239185690615
54,174633,0452264464,8.035861827180607
55,221232,0452264464,7.971870727496342
56,252627,0452264464,8.145722279433421
57,271135,0452264464,6.289927409844953
58,271144,0452264464,5.659382265227306
59,11676,0609804618,7.997639613709495
60,79089,0609804618,7.119931480975794
61,271622,0609804618,7.957024033383679
62,141518,1841721522,7.82555905274468
63,157118,1841721522,7.948798945427915
64,14,0689821166,5.182544253834528
65,4784,0971880107,2.242306511008353
66,8453,0971880107,3.245019714322016
67,11554,0971880107,1.6578105614768521
68,12264,0971880107,3.2451669663174036
69,13088,0971880107,4.37906683656527
70,13221,0971880107,3.902960353293069
71,14049,0971880107,1.8820563529885765
72,14461,0971880107,2.130962473063332
73,20147,0971880107,3.445159281660673
74,21404,0971880107,2.0772647165853453
75,24664,0971880107,3.5586720068482873
76,28091,0971880107,2.484472262398384
77,28735,0971880107,2.643357883991399
78,32329,0971880107,3.066160676375997
79,33535,0971880107,2.4029233762508975
80,37538,0971880107,3.5950066201241686
81,40841,0971880107,3.998832630300878
82,41596,0971880107,2.7690845287317654
83,45666,0971880107,2.961482030514161
84,46398,0971880107,1.9983652022329785
85,49954,0971880107,4.464375152777261
86,51803,0971880107,2.2400131335299562
87,55894,0971880107,3.7393409379420577
88,59994,0971880107,2.831610355728965
89,60633,0971880107,2.938638388969249
90,61028,0971880107,2.997810912061717
91,64819,0971880107,2.7901258284340207
92,65145,0971880107,2.9932679576165224
93,65370,0971880107,2.1036712906546082
94,67636,0971880107,3.924872698968478
95,67704,0971880107,2.4112454838001707
96,69378,0971880107,2.616458043771761
97,70153,0971880107,4.167660557473788
98,71162,0971880107,3.912247553960034
99,71464,0971880107,4.2755900624009
100,72030,0971880107,4.729661831903855
101,74910,0971880107,1.9536417511062298
102,79738,0971880107,2.945722068985517
103,83469,0971880107,3.4262682782560567
104,84682,0971880107,3.0094370921740063
105,89867,0971880107,2.7187231559667264
106,91254,0971880107,2.439819180553374
