user_id,isbn,rating
11676,0002005018,7.93242883682251
116866,0002005018,8.63528060913086
152827,0060973129,7.996848106384277
157969,0374157065,7.198042392730713
67958,0399135782,7.9367475509643555
213191,0399135782,6.700342178344727
245827,0399135782,5.162038803100586
11676,0671870432,6.321857452392578
263256,1558746218,6.836259841918945
226745,1881320189,7.259546279907227
7352,0440234743,6.542295455932617
12923,0440234743,7.027750015258789
13552,0440234743,7.915978908538818
21264,0440234743,6.708353519439697
31299,0440234743,7.833708763122559
64535,0440234743,6.096859931945801
70666,0440234743,5.206478118896484
75819,0440234743,7.290254592895508
79740,0440234743,4.8117146492004395
85534,0440234743,7.179394721984863
100393,0440234743,4.816554546356201
108143,0440234743,7.350315093994141
116127,0440234743,6.4694671630859375
122251,0440234743,6.7621026039123535
128463,0440234743,6.553022861480713
131703,0440234743,6.700651168823242
132144,0440234743,6.514421463012695
134863,0440234743,6.571556568145752
136707,0440234743,7.080580711364746
143939,0440234743,7.121936321258545
144062,0440234743,7.8256425857543945
150400,0440234743,6.439389705657959
154730,0440234743,4.974079608917236
165884,0440234743,5.645617485046387
187533,0440234743,7.970837593078613
187944,0440234743,6.804750919342041
217516,0440234743,6.136867523193359
227392,0440234743,6.643576622009277
240567,0440234743,6.96970796585083
245616,0440234743,4.1572794914245605
250101,0440234743,8.084708213806152
258884,0440234743,6.519470691680908
259223,0440234743,7.269515037536621
273979,0440234743,6.236518383026123
6242,0452264464,5.784478664398193
8570,0452264464,6.766961574554443
11104,0452264464,6.834644794464111
11676,0452264464,7.422224044799805
36197,0452264464,6.563704967498779
36907,0452264464,8.877317428588867
80837,0452264464,6.957520484924316
102359,0452264464,8.579171180725098
144803,0452264464,6.988155364990234
165319,0452264464,6.126135349273682
174633,0452264464,8.679498672485352
221232,0452264464,7.925230026245117
252627,0452264464,7.535257816314697
271135,0452264464,7.582656383514404
271144,0452264464,5.270304203033447
11676,0609804618,7.46368408203125
79089,0609804618,6.537221431732178
271622,0609804618,6.944547176361084
141518,1841721522,7.565545082092285
157118,1841721522,8.379087448120117
14,0689821166,5.589275360107422
4784,0971880107,4.27131986618042
8453,0971880107,4.172928810119629
11554,0971880107,3.331845998764038
12264,0971880107,3.2884068489074707
13088,0971880107,4.569188117980957
13221,0971880107,3.9754397869110107
14049,0971880107,3.287843942642212
14461,0971880107,5.264885425567627
20147,0971880107,3.419581890106201
21404,0971880107,2.683969497680664
24664,0971880107,3.052886486053467
28091,0971880107,2.908982276916504
28735,0971880107,2.7247071266174316
32329,0971880107,3.7046549320220947
33535,0971880107,3.188162326812744
37538,0971880107,4.5547943115234375
40841,0971880107,3.4788575172424316
41596,0971880107,3.7254014015197754
45666,0971880107,3.1740105152130127
46398,0971880107,3.097649574279785
49954,0971880107,2.916104316711426
51803,0971880107,2.172382354736328
55894,0971880107,3.3248472213745117
59994,0971880107,3.968087911605835
60633,0971880107,4.348091125488281
61028,0971880107,4.425261497497559
64819,0971880107,4.307214260101318
65145,0971880107,3.3371682167053223
65370,0971880107,2.8425562381744385
67636,0971880107,3.034275531768799
67704,0971880107,2.5978002548217773
69378,0971880107,4.232409954071045
70153,0971880107,4.53949499130249
71162,0971880107,4.519730091094971
71464,0971880107,3.6216959953308105
72030,0971880107,3.447150230407715
74910,0971880107,3.818396806716919
79738,0971880107,3.079185724258423
83469,0971880107,3.4187569618225098
84682,0971880107,4.540197849273682
89867,0971880107,2.072556257247925
91254,0971880107,3.4455041885375977
92727,0971880107,3.4629149436950684
98655,0971880107,4.139140605926514
104268,0971880107,4.707107067108154
111433,0971880107,4.369376182556152
114434,0971880107,3.3990492820739746
121070,0971880107,3.505340099334717
127619,0971880107,4.207309722900391
128447,0971880107,3.6322455406188965
130915,0971880107,4.309017658233643
133645,0971880107,3.5045266151428223
136139,0971880107,4.114502906799316
136237,0971880107,2.8092451095581055
141842,0971880107,4.708205223083496
142600,0971880107,3.449108600616455
144133,0971880107,3.4872612953186035
148191,0971880107,4.213942527770996
150657,0971880107,2.2564334869384766
157783,0971880107,2.864490509033203
159720,0971880107,3.1626782417297363
160241,0971880107,4.610658168792725
161726,0971880107,3.336897134780884
171506,0971880107,4.546486854553223
172406,0971880107,5.153755187988281
173190,0971880107,2.9308338165283203
173315,0971880107,4.1849284172058105
174657,0971880107,4.1973490715026855
175254,0971880107,3.315722942352295
178072,0971880107,3.523296356201172
179791,0971880107,4.9404473304748535
180149,0971880107,3.1935882568359375
180447,0971880107,3.386319875717163
180795,0971880107,3.3425886631011963
181316,0971880107,4.312036991119385
190885,0971880107,2.6898508071899414
191214,0971880107,3.345992088317871
197550,0971880107,5.913444519042969
198045,0971880107,3.7527713775634766
201521,0971880107,2.32320237159729
204652,0971880107,2.767455816268921
208478,0971880107,2.7762529850006104
209486,0971880107,3.782726287841797
210695,0971880107,2.670888900756836
216262,0971880107,3.9210433959960938
216397,0971880107,3.562678813934326
219132,0971880107,3.7733826637268066
219949,0971880107,4.086451530456543
225832,0971880107,3.7525973320007324
230436,0971880107,3.5185348987579346
233451,0971880107,5.182069778442383
233857,0971880107,4.438119411468506
233871,0971880107,3.877861976623535
234784,0971880107,4.038905143737793
234925,0971880107,4.057745933532715
235506,0971880107,5.279145240783691
235698,0971880107,2.977604866027832
237283,0971880107,4.032398223876953
239847,0971880107,3.3347561359405518
240541,0971880107,3.91544508934021
242639,0971880107,4.912793159484863
245829,0971880107,3.5929548740386963
246344,0971880107,4.410126686096191
248566,0971880107,3.041360855102539
249827,0971880107,2.8422603607177734
254589,0971880107,3.028757333755493
258675,0971880107,3.487455129623413
260897,0971880107,2.693521738052368
261015,0971880107,4.970187187194824
263078,0971880107,4.402716636657715
263979,0971880107,3.196221351623535
264415,0971880107,3.574570417404175
267881,0971880107,4.8684492111206055
269607,0971880107,3.0510354042053223
269852,0971880107,4.593362808227539
271364,0971880107,3.2967114448547363
22463,0345402871,7.247134685516357
28731,0345402871,6.890585899353027
35945,0345402871,6.95265007019043
37511,0345402871,8.051101684570312
41084,0345402871,8.080094337463379
55892,0345402871,7.937398433685303
67244,0345402871,7.250370979309082
86680,0345402871,6.4723076820373535
107244,0345402871,9.17183780670166
170154,0345402871,6.574692249298096
204591,0345402871,6.532586097717285
234162,0345402871,6.93104362487793
234672,0345402871,7.841604709625244
236235,0345402871,8.692337036132812
267377,0345402871,6.836182594299316
275195,0345402871,7.8832173347473145
1848,0345417623,8.10114860534668
10470,0345417623,7.628664016723633
16551,0345417623,6.466404914855957
19085,0345417623,8.44826889038086
30594,0345417623,6.594697952270508
32188,0345417623,7.948228359222412
58351,0345417623,7.583778381347656
61935,0345417623,7.0722126960754395
67236,0345417623,7.570609092712402
80538,0345417623,7.802940368652344
103176,0345417623,7.0884833335876465
105925,0345417623,7.432114601135254
106007,0345417623,7.890067100524902
110700,0345417623,8.1292085647583
115435,0345417623,8.285140991210938
119205,0345417623,6.649705410003662
132392,0345417623,7.132425308227539
133462,0345417623,6.776585102081299
135149,0345417623,7.317478179931641
152015,0345417623,7.039020538330078
161385,0345417623,7.616700172424316
165253,0345417623,5.882575988769531
179843,0345417623,6.624127388000488
185006,0345417623,8.08670711517334
191049,0345417623,5.790913105010986
192479,0345417623,8.186681747436523
197272,0345417623,7.03878116607666
210035,0345417623,8.064083099365234
225989,0345417623,7.811583518981934
227305,0345417623,7.187077522277832
231518,0345417623,8.026603698730469
234879,0345417623,6.539933681488037
235498,0345417623,8.215367317199707
240660,0345417623,6.571115016937256
248468,0345417623,7.7441325187683105
249058,0345417623,8.04161262512207
254303,0345417623,6.326364517211914
266678,0345417623,5.65109920501709
266819,0345417623,7.012653827667236
22255,0312978383,5.884912490844727
31040,0312978383,7.260735511779785
61901,0312978383,7.987003326416016
135317,0312978383,6.514679908752441
135965,0312978383,7.4314117431640625
147978,0312978383,8.385327339172363
17,0425099148,5.336748123168945
180975,0553264990,8.154570579528809
25981,0553278398,4.322275161743164
37168,0553278398,9.039321899414062
234672,0553278398,8.26994514465332
98930,0684823802,8.1654052734375
17,0891075275,5.567938327789307
141493,0891075275,8.550834655761719
162639,0891075275,8.400630950927734
175815,0891075275,6.855961322784424
136255,0891076182,4.828078269958496
151373,0891076182,6.393972396850586
161903,0891076182,7.014585018157959
119027,0375759778,6.335116386413574
235867,0375759778,7.347621917724609
101606,0425163091,7.429713249206543
122519,0375406328,7.405940055847168
237856,0375406328,8.180574417114258
2766,0446310786,9.404094696044922
8253,0446310786,9.500357627868652
13850,0446310786,9.632183074951172
17950,0446310786,6.279015064239502
45340,0446310786,8.011102676391602
46443,0446310786,9.310298919677734
49204,0446310786,8.933626174926758
55187,0446310786,9.217353820800781
57398,0446310786,8.260076522827148
59038,0446310786,9.736987113952637
63545,0446310786,8.344425201416016
72886,0446310786,8.132801055908203
89874,0446310786,8.882028579711914
98440,0446310786,9.419083595275879
98468,0446310786,8.593402862548828
101126,0446310786,7.81173038482666
104657,0446310786,9.544989585876465
117577,0446310786,7.90376091003418
129641,0446310786,8.720858573913574
137746,0446310786,8.424605369567871
138543,0446310786,8.89906120300293
157851,0446310786,7.9098124504089355
160509,0446310786,9.022296905517578
168047,0446310786,9.658787727355957
178953,0446310786,8.52005672454834
181176,0446310786,9.091163635253906
184299,0446310786,9.345707893371582
192353,0446310786,8.948013305664062
204494,0446310786,7.933197498321533
204762,0446310786,7.880916118621826
209160,0446310786,8.699880599975586
209516,0446310786,10.496768951416016
209724,0446310786,8.062156677246094
209789,0446310786,7.985110759735107
226847,0446310786,8.381927490234375
234205,0446310786,8.753232955932617
235030,0446310786,8.170169830322266
236058,0446310786,8.835960388183594
240567,0446310786,8.210687637329102
