Unnamed: 0,user_id,isbn,rating
0,11676,0002005018,6.909495020801312
1,116866,0002005018,7.304022841232061
2,152827,0060973129,7.316010981213109
3,157969,0374157065,7.316126863253899
4,67958,0399135782,7.750866318374475
5,213191,0399135782,6.939667567141132
6,245827,0399135782,5.8002072139528185
7,11676,0671870432,6.447982975003784
8,263256,1558746218,7.078748558027639
9,226745,1881320189,6.8515169197621475
10,7352,0440234743,6.280725695051726
11,12923,0440234743,7.058636062277019
12,13552,0440234743,7.4609713263121336
13,21264,0440234743,5.785330283293046
14,31299,0440234743,8.364330842309899
15,64535,0440234743,5.652309705627871
16,70666,0440234743,6.6382703894391835
17,75819,0440234743,7.737114038113427
18,79740,0440234743,4.93757063452609
19,85534,0440234743,7.5336513373050185
20,100393,0440234743,4.382225255156394
21,108143,0440234743,7.1986981773953
22,116127,0440234743,6.670176211242517
23,122251,0440234743,6.5445833774869815
24,128463,0440234743,6.725094939570918
25,131703,0440234743,7.284232456714263
26,132144,0440234743,6.70740760423535
27,134863,0440234743,6.515056677158378
28,136707,0440234743,7.160684752033413
29,143939,0440234743,7.492749342995389
30,144062,0440234743,7.877715853468076
31,150400,0440234743,6.788676682673679
32,154730,0440234743,5.721550940693982
33,165884,0440234743,4.905800499071514
34,187533,0440234743,7.404602058656391
35,187944,0440234743,7.14354194941519
36,217516,0440234743,6.137482647572503
37,227392,0440234743,6.6990824275189045
38,240567,0440234743,6.065235942413491
39,245616,0440234743,5.623389357774793
40,250101,0440234743,8.594891915660153
41,258884,0440234743,6.8557593837492
42,259223,0440234743,8.088394762832491
43,273979,0440234743,6.695996714603847
44,6242,0452264464,5.074325226341977
45,8570,0452264464,6.927317924694181
46,11104,0452264464,7.049366468147667
47,11676,0452264464,7.042455516080224
48,36197,0452264464,7.257914956400268
49,36907,0452264464,8.5279199533908
50,80837,0452264464,6.953714548133279
51,102359,0452264464,8.024106136977224
52,144803,0452264464,7.125334952577216
53,165319,0452264464,6.042269683151737
54,174633,0452264464,7.922866100461363
55,221232,0452264464,7.8141459390097046
56,252627,0452264464,7.752240188792784
57,271135,0452264464,6.633904083838663
58,271144,0452264464,5.393693965881033
59,11676,0609804618,7.805551083219009
60,79089,0609804618,7.238750668836691
61,271622,0609804618,7.760357146196545
62,141518,1841721522,7.880761825922488
63,157118,1841721522,8.2127907218733
64,14,0689821166,5.772162154406503
65,4784,0971880107,2.7486586007470026
66,8453,0971880107,2.9537788444110724
67,11554,0971880107,2.4336205177351324
68,12264,0971880107,3.08513878171137
69,13088,0971880107,4.4713251189699665
70,13221,0971880107,3.3610124462950046
71,14049,0971880107,2.251803771298623
72,14461,0971880107,2.9066596771586375
73,20147,0971880107,3.2387287913524934
74,21404,0971880107,2.2886838916990153
75,24664,0971880107,3.0572658255385723
76,28091,0971880107,2.2775048882098203
77,28735,0971880107,2.7646541340492883
78,32329,0971880107,3.4824790519421605
79,33535,0971880107,2.84946661573355
80,37538,0971880107,3.519468810480824
81,40841,0971880107,3.496456512760718
82,41596,0971880107,2.261617270750227
83,45666,0971880107,2.7375252211167633
84,46398,0971880107,2.4197955994059948
85,49954,0971880107,3.584470012160639
86,51803,0971880107,1.7390996915256547
87,55894,0971880107,3.4505836354604975
88,59994,0971880107,3.070959806627776
89,60633,0971880107,2.7623643031861396
90,61028,0971880107,3.3246386996149453
91,64819,0971880107,3.0644286544856407
92,65145,0971880107,3.2900555424765368
93,65370,0971880107,2.518971097875148
94,67636,0971880107,3.4364522900170544
95,67704,0971880107,2.6099931901663695
96,69378,0971880107,2.6829109388996955
97,70153,0971880107,3.9615778736967653
98,71162,0971880107,3.2873510710386404
99,71464,0971880107,3.9796503318235588
100,72030,0971880107,3.9345628576065566
101,74910,0971880107,2.3024504273380866
102,79738,0971880107,2.965274553038287
103,83469,0971880107,3.1181991724918876
104,84682,0971880107,3.0243984614812778
105,89867,0971880107,2.4161577898464808
106,91254,0971880107,2.4331267653376494
107,92727,0971880107,3.038366369722028
108,98655,0971880107,2.9989709239654556
109,104268,0971880107,3.630342327847187
110,111433,0971880107,2.983129628972295
111,114434,0971880107,2.7782533831101817
112,121070,0971880107,3.1978856083780465
113,127619,0971880107,3.5645792626036115
114,128447,0971880107,2.5678101602944894
115,130915,0971880107,3.6317535393865663
116,133645,0971880107,3.1688098565794043
117,136139,0971880107,2.807046619287134
118,136237,0971880107,1.9278791885073483
119,141842,0971880107,4.718514004494615
120,142600,0971880107,3.13690257644654
121,144133,0971880107,3.1007845009643202
122,148191,0971880107,2.4559963567066774
123,150657,0971880107,2.4926061793721104
124,157783,0971880107,2.1282748979735437
125,159720,0971880107,2.4640032038028163
126,160241,0971880107,5.321299549221303
127,161726,0971880107,2.375654497662678
128,171506,0971880107,2.8285084053497904
129,172406,0971880107,3.530729957136845
130,173190,0971880107,2.303763808735688
131,173315,0971880107,3.064174160844071
132,174657,0971880107,3.055474959847668
133,175254,0971880107,2.3627402049287625
134,178072,0971880107,3.6794151666700996
135,179791,0971880107,3.7320802110678124
136,180149,0971880107,3.1865795214076615
137,180447,0971880107,2.9777336615505927
138,180795,0971880107,3.365330275124451
139,181316,0971880107,3.1076104936111313
140,190885,0971880107,2.1926375128477815
141,191214,0971880107,2.6784146806850275
142,197550,0971880107,4.801430822956782
143,198045,0971880107,3.2619721836953715
144,201521,0971880107,2.63109999248202
145,204652,0971880107,2.3977501787079905
146,208478,0971880107,2.4182612870207976
147,209486,0971880107,3.3817655471984196
148,210695,0971880107,3.1407104585887238
149,216262,0971880107,3.828435925986442
150,216397,0971880107,2.761566065104845
151,219132,0971880107,2.884986472543672
152,219949,0971880107,4.234854283052882
153,225832,0971880107,2.1339654355515667
154,230436,0971880107,3.329943328602874
155,233451,0971880107,2.9788906795051786
156,233857,0971880107,3.5163313261003943
157,233871,0971880107,2.601512234915699
158,234784,0971880107,3.7595444734378107
159,234925,0971880107,3.2450833431937576
160,235506,0971880107,3.4528447054887317
161,235698,0971880107,3.307760271332538
162,237283,0971880107,2.728272815621456
163,239847,0971880107,2.918174457881249
164,240541,0971880107,2.7794015825832594
165,242639,0971880107,4.138192781250909
166,245829,0971880107,2.760939530100685
167,246344,0971880107,3.5686296312172194
168,248566,0971880107,2.462312753364334
169,249827,0971880107,2.9850219191099048
170,254589,0971880107,2.771598364792992
171,258675,0971880107,2.7818477968467175
172,260897,0971880107,2.182786073250651
173,261015,0971880107,3.055840843589551
174,263078,0971880107,3.693050570486248
175,263979,0971880107,3.168147519225357
176,264415,0971880107,4.116759932279479
177,267881,0971880107,4.9014281567990485
178,269607,0971880107,2.923988121575458
179,269852,0971880107,2.919918794261156
180,271364,0971880107,2.847103214293467
181,22463,0345402871,6.709859618622177
182,28731,0345402871,6.9323360011823825
183,35945,0345402871,6.907224190514132
184,37511,0345402871,7.213745023768594
185,41084,0345402871,7.571265167506941
186,55892,0345402871,7.099447930412785
