,user_id,isbn,rating
0,11676,0002005018,6.946787494629714
1,116866,0002005018,7.62380898713746
2,152827,0060973129,6.825802771794616
3,157969,0374157065,7.000862337416109
4,67958,0399135782,7.959214758312028
5,213191,0399135782,7.314448881082333
6,245827,0399135782,5.269396713903094
7,11676,0671870432,6.732334840953698
8,263256,1558746218,7.05869544309778
9,226745,1881320189,7.144343907723697
10,7352,0440234743,5.926575701534402
11,12923,0440234743,6.984737831808599
12,13552,0440234743,7.122853897247116
13,21264,0440234743,5.842896455429772
14,31299,0440234743,7.796263079351253
15,64535,0440234743,6.534264163786435
16,70666,0440234743,5.996979405836871
17,75819,0440234743,6.928659497160036
18,79740,0440234743,4.292104479490342
19,85534,0440234743,7.089193721676518
20,100393,0440234743,4.229868099864225
21,108143,0440234743,7.265131263318193
22,116127,0440234743,6.664857162306823
23,122251,0440234743,6.9170151587381365
24,128463,0440234743,6.547036278640513
25,131703,0440234743,7.419146230671183
26,132144,0440234743,6.911929982542189
27,134863,0440234743,6.889019277424759
28,136707,0440234743,7.066702243267305
29,143939,0440234743,7.068611382689064
30,144062,0440234743,7.387124426805152
31,150400,0440234743,6.913972896330896
32,154730,0440234743,4.403594484110313
33,165884,0440234743,4.562418360960914
34,187533,0440234743,7.070557869629308
35,187944,0440234743,7.155149584060624
36,217516,0440234743,6.056076649157071
37,227392,0440234743,6.794685935439902
38,240567,0440234743,6.430780575007392
39,245616,0440234743,4.496992226580242
40,250101,0440234743,8.41535985769182
41,258884,0440234743,6.373009823902649
42,259223,0440234743,8.337136862455077
43,273979,0440234743,6.73275093607907
44,6242,0452264464,4.896580260120898
45,8570,0452264464,6.924796193775079
46,11104,0452264464,6.987023582277705
47,11676,0452264464,6.936004412372448
48,36197,0452264464,7.077330254932757
49,36907,0452264464,8.018304802483557
50,80837,0452264464,7.054270848578005
51,102359,0452264464,8.071273477887578
52,144803,0452264464,6.9845294258706705
53,165319,0452264464,5.849512114501562
54,174633,0452264464,7.638102861972277
55,221232,0452264464,7.555453283392635
56,252627,0452264464,7.071657353558212
57,271135,0452264464,6.859787770124139
58,271144,0452264464,5.003676244579312
59,11676,0609804618,7.711098575626984
60,79089,0609804618,7.6287703007738585
61,271622,0609804618,7.829860889201228
62,141518,1841721522,8.457233305738905
63,157118,1841721522,8.846359562449596
64,14,0689821166,7.075020661455048
65,4784,0971880107,3.1687960335153607
66,8453,0971880107,2.8986149397000376
67,11554,0971880107,3.108771734847162
68,12264,0971880107,3.054347979286713
69,13088,0971880107,4.650986473189402
70,13221,0971880107,3.0927550657522747
71,14049,0971880107,2.8344164349192704
72,14461,0971880107,3.4630418903657283
73,20147,0971880107,3.3496775780966415
74,21404,0971880107,2.6327316858484817
75,24664,0971880107,3.0857541286497225
76,28091,0971880107,2.3998771152658183
77,28735,0971880107,2.9267497718630837
78,32329,0971880107,3.8678058507638005
79,33535,0971880107,2.8771179827524005
80,37538,0971880107,3.791588940005416
81,40841,0971880107,3.3097461042998306
82,41596,0971880107,2.0947877227813723
83,45666,0971880107,2.777896737554947
84,46398,0971880107,2.532651063782148
85,49954,0971880107,2.876033974488231
86,51803,0971880107,1.5321672276544116
87,55894,0971880107,3.5110422094091627
88,59994,0971880107,3.6586491347943717
89,60633,0971880107,3.1517236152474872
90,61028,0971880107,3.9664414788905513
91,64819,0971880107,3.2069447865615093
92,65145,0971880107,3.7183022260201146
93,65370,0971880107,3.0942727203157903
94,67636,0971880107,3.3484313053972663
95,67704,0971880107,2.938077015352896
96,69378,0971880107,2.825942439997148
97,70153,0971880107,4.063003196780419
98,71162,0971880107,3.0778834750311774
99,71464,0971880107,3.87029372330523
100,72030,0971880107,3.370853414461432
101,74910,0971880107,3.069558878623049
102,79738,0971880107,3.190170338615719
103,83469,0971880107,3.1546692204271096
104,84682,0971880107,2.9424719065716816
105,89867,0971880107,2.113873523731095
106,91254,0971880107,2.3178714670353524
107,92727,0971880107,3.351790348867574
108,98655,0971880107,3.359922819589406
109,104268,0971880107,4.013845487309659
110,111433,0971880107,2.9836205199792594
111,114434,0971880107,2.987906118125602
112,121070,0971880107,3.463121821961614
113,127619,0971880107,3.3434425794321934
114,128447,0971880107,3.0042134056044
115,130915,0971880107,2.876033974488231
116,133645,0971880107,3.3140917512593524
117,136139,0971880107,3.167196108695886
118,136237,0971880107,1.8197936549393932
119,141842,0971880107,4.8886369677060255
120,142600,0971880107,2.9929400300105784
121,144133,0971880107,3.599845845405937
122,148191,0971880107,2.9461774792939996
123,150657,0971880107,3.346653770664823
124,157783,0971880107,2.0146176744207773
125,159720,0971880107,2.84132476174843
126,160241,0971880107,4.613430459885697
127,161726,0971880107,3.0766544027227605
128,171506,0971880107,3.0788538521006847
129,172406,0971880107,3.808414189738527
130,173190,0971880107,2.8394626765615634
131,173315,0971880107,2.925481620189245
132,174657,0971880107,3.0042134056044
133,175254,0971880107,2.6007659693677043
134,178072,0971880107,3.1512413124294683
135,179791,0971880107,4.515466741497662
136,180149,0971880107,3.0942727203157903
137,180447,0971880107,3.6524533689119236
138,180795,0971880107,3.496021789242189
139,181316,0971880107,2.969133181020435
140,190885,0971880107,2.746851930430087
141,191214,0971880107,3.3230485335381053
142,197550,0971880107,3.659619844417286
143,198045,0971880107,4.064762243894466
144,201521,0971880107,3.0942727203157903
145,204652,0971880107,2.51348071962146
146,208478,0971880107,3.0728394294332824
